01/19/2026,Support Name,LINK_ID,ORDER ID,LÍ DO REPRINT,NOTE (TEAM GANGSHEET NOTE LÊN ĐỂ IN),LOẠI ÁO,SIZE,COLOR,HÃNG ÁO,MACHINE #,AI LÀM SAI,LÝ DO LỖI,NOTE,STATUS (GANGSHEET),,Finished date
196,Vinh ,https://qr.pressify.ú/2485113,2485113,ép lỗi,"ép xéo, in lại item 3 T-shirt white XL, return support",T shirt,XL,White,,,Greyli,ép xéo,,processing ,,01/19/2026
197,Vinh ,https://qr.pressify.ú/2485315,2485315,In lệch màu,in đậm màu,Hoodie,2XL,Black,,,,bị khác màu,,,,01/19/2026
198,Vinh ,https://qr.pressify.ú/2485571,2485571,ép sai,ép đúng vị trí,Hoodie,L,Military Green,,,Anneris,ép bị cao,,,,01/19/2026
199,Vinh ,https://qr.pressify.ú/2486094,2486094,Design viền mỏng ,"in đậm màu, tăng white base lên",T shirt,2XL,Ash,,,,chữ bị mờ,,,,01/19/2026
200,Vinh ,https://qr.pressify.ú/2485141,2485141,mẫu to/nhỏ ,thu nhỏ 1 inch,,,,,,,,,,,01/19/2026
201,Vinh ,https://qr.pressify.ú/2485317,2485317,mẫu to/nhỏ ,thu nhỏ 1 inch,,,,,,,,,,,01/19/2026
202,Vinh ,https://qr.pressify.ú/2485439,2485439,ép lỗi,,Hoodie,L,Military Green,,,Gustavo,ép kẹp vải,,,,01/19/2026
203,Vinh ,https://qr.pressify.ú/2485429,2485429,Design viền mỏng ,tăng white base lên,Hoodie,L,Black,,,,bị mờ nét,,,,01/19/2026
204,Vinh ,https://qr.pressify.ú/2485426,2485426,Design viền mỏng ,tăng white base lên,Hoodie,S,Black,,,,bị mờ nét,,,,01/19/2026
205,Vinh ,https://qr.pressify.ú/2485828,2485828,mẫu in lỗi,mẫu trầy,Hoodie,3XL,Black,,,,"mẫu bị trầy, tróc",,,,01/19/2026
206,Vinh ,https://qr.pressify.ú/2484057,2484057,Áo rách,,Hoodie,XL,Black,,,,,,,,01/19/2026
207,Vinh ,https://qr.pressify.ú/2485537,2485537,Áo rách,,Hoodie,XL,Black,,,,,,,,01/19/2026
208,Vinh ,https://qr.pressify.ú/2485989,2485989,Áo lủng,,Hoodie,L,Black,,,,,,,,01/19/2026
209,Vinh ,https://qr.pressify.ú/2486074,2486074,Design viền mỏng ,tăng white base lên fix nét back dày lên tí,Hoodie,L,Black,,,,,,,,01/19/2026
210,Vinh ,https://qr.pressify.ú/2485937,2485937,pick sai áo,,T shirt,2XL,Black,,,Antonio,size XL pick 2XL ép ko đọc code,Thanh Nguyen pick,,,01/19/2026
211,Vinh ,,2482881,MẤT HÀNG,,,,,,,,,,,,01/19/2026
212,Vinh ,,2483658,MẤT HÀNG,,,,,,,,,,,,01/19/2026
213,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/19/2026
214,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/19/2026
215,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/19/2026
216,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/19/2026
217,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/19/2026
218,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/19/2026
219,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/19/2026
220,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/19/2026
221,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/19/2026
222,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/19/2026
223,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/19/2026
224,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/19/2026
225,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/19/2026
01/20/2026,Support Name,LINK_ID,ORDER ID,LÍ DO REPRINT,NOTE (TEAM GANGSHEET NOTE LÊN ĐỂ IN),LOẠI ÁO,SIZE,COLOR,HÃNG ÁO,MACHINE #,AI LÀM SAI,LÝ DO LỖI,NOTE,STATUS (GANGSHEET),,01/20/2026
1,Vinh ,,2484700,"Wrong size, đã fixed",update ticket #23307,,,,,,,,,completed ,,01/20/2026
2,Vinh ,,2485616,Mockup Lỗi,update ticket #23317,,,,,,,,,completed ,,01/20/2026
3,Vinh ,,2485729,design trùng màu áo,update ticket #23344,,,,,,,,,completed ,,01/20/2026
4,Vinh ,,2475360,resend - áo lỗi/ép lỗi,RETURN SUPPORT NEW LABEL,,,,,,,,,completed ,,01/20/2026
5,Vinh ,,2475132,resend - áo lỗi/ép lỗi,RETURN SUPPORT NEW LABEL,,,,,,,,,completed ,,01/20/2026
6,Vinh ,,2478062,Resend track ko run,dùng label cũ,,,,,,,,,completed ,,01/20/2026
7,Vinh ,,2483835,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/20/2026
8,Vinh ,,2486200,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/20/2026
9,Vinh ,,2486201,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/20/2026
10,Vinh ,,2486202,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/20/2026
11,Vinh ,,2486203,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/20/2026
12,Vinh ,,2486204,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/20/2026
13,Vinh ,,2486205,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/20/2026
14,Vinh ,,2486206,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/20/2026
15,Vinh ,,2486550,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/20/2026
16,Vinh ,https://qr.pressify.ú/2486897,2486897,"Film Lỗi ( tróc, rách)",in lại BACK ONLY RETURN SUPPORT,,,,,,,,,completed ,,01/20/2026
17,Vinh ,https://qr.pressify.ú/2486858,2486858,ép lỗi,in lại item 2 RETURN SUPPORT,T shirt,XL,Black,,,Nhàn,ép kẹp vải,,completed ,,01/20/2026
18,Vinh ,https://qr.pressify.ú/2485009,2485009,"Film Lỗi ( tróc, rách)",tăng white base lên,,,,,,,,,completed ,,01/20/2026
19,Vinh ,https://qr.pressify.ú/2484113,2484113,Áo lủng,"in lại item 1 màu đậm như mockup,RETURN SUPPORT",Sweatshirt,M,Light Pink,,,,áo lủng back,,completed ,,01/20/2026
20,Vinh ,https://qr.pressify.ú/2486891,2486891,Design viền mỏng ,fix nét back front dày lên tí tăng white base lên,,,,,,,,,completed ,,01/20/2026
21,Vinh ,https://qr.pressify.ú/2485659,2485659,lỗi opacity,clean design back+ front giúp,,,,,,,,,completed ,,01/20/2026
22,Vinh ,https://qr.pressify.ú/2486464,2486464,Design viền mỏng ,"in lại 2 sleeve ONLY tăng white base lên,RETURN SUPPORT",,,,,,,,,completed ,,01/20/2026
23,Vinh ,https://qr.pressify.ú/2486271,2486271,Áo lủng,,Sweatshirt,L,Navy,,,,,,completed ,,01/20/2026
24,Vinh ,https://qr.pressify.ú/2484352,2484352,ép sai,"in lại 1 áo Hoodie Navy XL, RETURN SUPPORT",,,,,,,,,completed ,,01/20/2026
25,Vinh ,https://qr.pressify.ú/2484654,2484654,Design viền mỏng ,tăng white base lên,Hoodie,L,Black,,,,,,completed ,,01/20/2026
26,Vinh ,https://qr.pressify.ú/2486465,2486465,Áo dơ,,T shirt,2XL,White,,,,áo dơ tẩy ko ra,,completed ,,01/20/2026
27,Vinh ,https://qr.pressify.ú/2486230,2486230,Áo lủng,,Sweatshirt,XL,Military Green,,,,áo lủng back,,completed ,,01/20/2026
28,Vinh ,https://qr.pressify.ú/2486388,2486388,ép sai,,Hoodie,M,Black,,,Nhàn,ép sai tay,,completed ,,01/20/2026
29,Vinh ,https://qr.pressify.ú/2486467,2486467,Design viền mỏng ,tăng white base lên fix nét back dày lên tí,Sweatshirt,M,Black,,,,,,completed ,,01/20/2026
30,Vinh ,,2484368,MẤT HÀNG,,,,,,,,,,completed ,,01/20/2026
31,Vinh ,https://qr.pressify.ú/2487701,2487701,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
32,Vinh ,https://qr.pressify.ú/2487146,2487146,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
33,Vinh ,https://qr.pressify.ú/2487700,2487700,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
34,Vinh ,https://qr.pressify.ú/2486991,2486991,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
35,Vinh ,https://qr.pressify.ú/2487082,2487082,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
36,Vinh ,https://qr.pressify.ú/2487363,2487363,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
37,Vinh ,https://qr.pressify.ú/2486413,2486413,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
38,Vinh ,https://qr.pressify.ú/2486734,2486734,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
39,Vinh ,https://qr.pressify.ú/2486211,2486211,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
40,Vinh ,https://qr.pressify.ú/2486997,2486997,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
41,Vinh ,https://qr.pressify.ú/2486649,2486649,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
42,Vinh ,https://qr.pressify.ú/2486634,2486634,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
43,Vinh ,https://qr.pressify.ú/2486875,2486875,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
44,Vinh ,https://qr.pressify.ú/2486832,2486832,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
45,Vinh ,https://qr.pressify.ú/2486369,2486369,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/20/2026
46,Vinh ,https://qr.pressify.ú/2487579,2487579,"Film Lỗi ( tróc, rách)",,,,,,,,,,completed ,,01/20/2026
47,Vinh ,https://qr.pressify.ú/2486243,2486243,Áo lủng,in lại 1 áo RETURN SUPPORT,,,,,,,,,completed ,,01/20/2026
48,Vinh ,https://qr.pressify.ú/2487125,2487125,Áo lủng,,T shirt,L,Black,,,,,,completed ,,01/20/2026
49,Vinh ,https://qr.pressify.ú/2487177,2487177,Áo lỗi vải,,T shirt,M,Maroon,,,,,,completed ,,01/20/2026
50,Vinh ,https://qr.pressify.ú/2487124,2487124,mẫu in lỗi,IN HQ,T shirt,L,Black,,,,sọc,,completed ,,01/20/2026
51,Vinh ,https://qr.pressify.ú/2486084,2486084,ép lỗi,,T shirt,L,Washed Black,,,Greyli,ép kẹp vải,,completed ,,01/20/2026
52,Vinh ,https://qr.pressify.ú/2486445,2486445,Design viền mỏng ,tăng white base lên,T shirt,XL,Black,,,,,,completed ,,01/20/2026
53,Vinh ,https://qr.pressify.ú/2486082,2486082,pick sai áo,,T shirt,4XL,Black,,,Greyli,"màu sand pick black, ép ko đọc code",Dunia pick,completed ,,01/20/2026
54,Vinh ,https://qr.pressify.ú/2486449,2486449,mẫu in lỗi,IN HQ,T shirt,2XL,Black,,,,sọc,,completed ,,01/20/2026
55,Vinh ,https://qr.pressify.ú/2486409,2486409,Design viền mỏng ,tăng white base lên fix nét back dày lên tí,,,,,,,,,completed ,,01/20/2026
56,Vinh ,https://qr.pressify.ú/2486202,2486202,OVERSIZE,thu nhỏ back lại 3 inch,,,,,,,,,completed ,,01/20/2026
57,Vinh ,https://qr.pressify.ú/2486201,2486201,OVERSIZE,thu nhỏ back lại 2 inch,,,,,,,,,completed ,,01/20/2026
58,Vinh ,https://qr.pressify.ú/2486200,2486200,OVERSIZE,thu nhỏ back lại 2 inch,,,,,,,,,completed ,,01/20/2026
59,Vinh ,,2485093,MẤT HÀNG,,,,,,,,,,completed ,,01/20/2026
60,Vinh ,https://qr.pressify.ú/2486684,2486684,Design viền mỏng ,"in lại 1 áo Hoodie military M, fix front dày lên tí tăng white base lên RETURN SUPPORT",,,,,,,,,completed ,,01/20/2026
61,Vinh ,https://qr.pressify.ú/2486756,2486756,Design viền mỏng ,tăng white base lên ,Hoodie,M,Military Green,,,,,,completed ,,01/20/2026
62,Vinh ,https://qr.pressify.ú/2487244,2487244,Áo rách,,Hoodie,M,Black,,,,,,completed ,,01/20/2026
63,Vinh ,https://qr.pressify.ú/2487313,2487313,Áo lỗi vải,,T shirt,XL,Black,,,,,,completed ,,01/20/2026
64,Vinh ,https://qr.pressify.ú/2487166,2487166,Áo dơ,,Hoodie,M,Ash,,,,,,completed ,,01/20/2026
65,Vinh ,https://qr.pressify.ú/2486375,2486375,"Film Lỗi ( tróc, rách)",,Hoodie,XL,Black,,,,,,completed ,,01/20/2026
66,Vinh ,https://qr.pressify.ú/2487492,2487492,Áo lỗi vải,,Hoodie,L,Black,,,,,,completed ,,01/20/2026
67,Vinh ,https://qr.pressify.ú/2487402,2487402,Áo rách,,Hoodie,L,Black,,,,,,completed ,,01/20/2026
68,Vinh ,https://qr.pressify.ú/2486388,2486388,Áo rách,,Hoodie,M,Black,,,,,,completed ,,01/20/2026
69,Vinh ,https://qr.pressify.ú/2486875,2486875,ép lỗi,in lại item 2 RETURN SUPPORT,,,,,,,,,completed ,,01/20/2026
70,Vinh ,,2486194,Áo lủng,,T shirt,2XL,Black,,,,,,completed ,,01/20/2026
71,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/20/2026
72,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/20/2026
73,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/20/2026
74,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/20/2026
75,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/20/2026
01/21/2026,Support Name,LINK_ID,ORDER ID,LÍ DO REPRINT,NOTE (TEAM GANGSHEET NOTE LÊN ĐỂ IN),LOẠI ÁO,SIZE,COLOR,HÃNG ÁO,MACHINE #,AI LÀM SAI,LÝ DO LỖI,NOTE,STATUS (GANGSHEET),,
1,Vinh ,,2487295,Design Lỗi,update ticket #23366,,,,,,,,,completed ,,01/21/2026
2,Vinh ,,2487662,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/21/2026
3,Vinh ,,2487663,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/21/2026
4,Vinh ,,2487664,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/21/2026
5,Vinh ,,2487665,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/21/2026
6,Vinh ,,2487666,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/21/2026
7,Vinh ,,2487667,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/21/2026
8,Vinh ,,2487856,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/21/2026
9,Vinh ,,2489172,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/21/2026
10,Vinh ,,2489173,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/21/2026
11,Vinh ,,2487711,mẫu in lỗi,,,,,,,,,,completed ,,01/21/2026
12,Vinh ,https://qr.pressify.ú/2486194,2486194,Design viền mỏng ,tăng white base lên ,,,,,,,,,completed ,,01/21/2026
13,Vinh ,https://qr.pressify.ú/2486201,2486201,mẫu to/nhỏ ,thu nhỏ back lại 3 inch,,,,,,,,,completed ,,01/21/2026
14,Vinh ,https://qr.pressify.ú/2487985,2487985,Design viền mỏng ,"fix nét tay dày lên tí, tăng white base lên",,,,,,,,,completed ,,01/21/2026
15,Vinh ,https://qr.pressify.ú/2486890,2486890,Áo lỗi vải,,T shirt,L,Black,,,,,,completed ,,01/21/2026
16,Vinh ,https://qr.pressify.ú/2488042,2488042,Design viền mỏng ,fix nét front dày lên tí tăng white base lên ,,,,,,,,,completed ,,01/21/2026
17,Vinh ,https://qr.pressify.ú/2488271,2488271,"Film Lỗi ( tróc, rách)",,,,,,,,,,completed ,,01/21/2026
18,Vinh ,https://qr.pressify.ú/2487745,2487745,Design viền mỏng ,tăng white  base lên,,,,,,,,,completed ,,01/21/2026
19,Vinh ,https://qr.pressify.ú/2488766,2488766,OVERSIZE,,Sweatshirt,XL,Black,,,,mẫu trầy,,completed ,,01/21/2026
20,Vinh ,https://qr.pressify.ú/2487760,2487760,Áo rách,,Hoodie,L,Black,,,,,,completed ,,01/21/2026
21,Vinh ,https://qr.pressify.ú/2487921,2487921,ép lỗi,,Sweatshirt,M,Black,,,An,,,completed ,,01/21/2026
22,Vinh ,https://qr.pressify.ú/2488098,2488098,ép lỗi,,T shirt,M,Sand,,,Tài,ép kẹp vải,,completed ,,01/21/2026
23,Vinh ,https://qr.pressify.ú/2488592,2488592,Áo lủng,in lại 1 áo Sweat RedXL RETURN SUPPORT,,,,,,,,,completed ,,01/21/2026
24,Vinh ,https://qr.pressify.ú/2487906,2487906,Design viền mỏng ,"fix nét tay dày lên tí, tăng white base lên",,,,,,,,,completed ,,01/21/2026
25,Vinh ,https://qr.pressify.ú/2488633,2488633,Áo lỗi vải,,T shirt,L,Black,,,,,,completed ,,01/21/2026
26,Vinh ,https://qr.pressify.ú/2488500,2488500,Design viền mỏng ,tăng white  base lên,T shirt,S,Black,,,,,,completed ,,01/21/2026
27,Vinh ,https://qr.pressify.ú/2488457,2488457,"Film Lỗi ( tróc, rách)",,T shirt,2XL,Black,,,,,,completed ,,01/21/2026
28,Vinh ,https://qr.pressify.ú/2487883,2487883,Áo lỗi vải,,Hoodie,2XL,Black,,,,,,completed ,,01/21/2026
29,Vinh ,https://qr.pressify.ú/2487766,2487766,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
30,Vinh ,https://qr.pressify.ú/2487798,2487798,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
31,Vinh ,https://qr.pressify.ú/2487795,2487795,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
32,Vinh ,https://qr.pressify.ú/2488146,2488146,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
33,Vinh ,https://qr.pressify.ú/2488107,2488107,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
34,Vinh ,https://qr.pressify.ú/2488109,2488109,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
35,Vinh ,https://qr.pressify.ú/2488166,2488166,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
36,Vinh ,https://qr.pressify.ú/2488140,2488140,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
37,Vinh ,https://qr.pressify.ú/2488143,2488143,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
38,Vinh ,https://qr.pressify.ú/2487756,2487756,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
39,Vinh ,https://qr.pressify.ú/2488244,2488244,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
40,Vinh ,https://qr.pressify.ú/2489123,2489123,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
41,Vinh ,https://qr.pressify.ú/2488156,2488156,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
42,Vinh ,https://qr.pressify.ú/2488871,2488871,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
43,Vinh ,https://qr.pressify.ú/2487882,2487882,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
44,Vinh ,https://qr.pressify.ú/2488485,2488485,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
45,Vinh ,https://qr.pressify.ú/2488486,2488486,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
46,Vinh ,https://qr.pressify.ú/2488482,2488482,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
47,Vinh ,https://qr.pressify.ú/2488489,2488489,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
48,Vinh ,https://qr.pressify.ú/2488488,2488488,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
49,Vinh ,https://qr.pressify.ú/2488487,2488487,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
50,Vinh ,https://qr.pressify.ú/2488795,2488795,mẫu in lỗi,IN HQ,,,,,,,sọc,,completed ,,01/21/2026
51,Vinh ,https://qr.pressify.ú/2488758,2488758,"Film Lỗi ( tróc, rách)",,,,,,,,,,completed ,,01/21/2026
52,Vinh ,https://qr.pressify.ú/2488473,2488473,pick sai áo,,Hoodie,XL,Navy,,,Tài,"size L pick XL, ép ko đọc code",,completed ,,01/21/2026
53,Vinh ,https://qr.pressify.ú/2488472,2488472,pick sai áo,,Hoodie,L,Navy,,,Tài,"size XL pick L, ép ko đọc code",,completed ,,01/21/2026
54,Vinh ,https://qr.pressify.ú/2489120,2489120,ép sai,,Sweatshirt,XL,Black,,,Nhàn,ép sai mặt,,completed ,,01/21/2026
55,Vinh ,https://qr.pressify.ú/2487969,2487969,pick sai áo,"in lại 1 áo Sweat Red XL, RETURN SUPPORT",Sweatshirt,2XL,Red,,,Cesar,"size XL pick 2XL, ép ko đọc code",Lien Tran pick,completed ,,01/21/2026
56,Vinh ,https://qr.pressify.ú/2487968,2487968,Design viền mỏng ,in lại item 2 tăng white base lên RETURN SUPPORT,Sweatshirt,M,Navy,,,,,,completed ,,01/21/2026
57,Vinh ,https://qr.pressify.ú/2488800,2488800,Áo lỗi vải,,Sweatshirt,2XL,Navy,,,,,,completed ,,01/21/2026
58,Vinh ,https://qr.pressify.ú/2488111,2488111,ép lỗi,,T shirt,L,Light Pink,,,Tài,ép kẹp vải,,completed ,,01/21/2026
59,Vinh ,https://qr.pressify.ú/2488634,2488634,Áo dơ,in lại 1 áo Item 1 RETURN SUPPORT,T shirt,XL,Sand,,,,áo dơ tẩy ko ra,,completed ,,01/21/2026
60,Vinh ,https://qr.pressify.ú/2487983,2487983,Áo lủng,,Hoodie,XL,Light Pink,,,,,,completed ,,01/21/2026
61,Vinh ,https://qr.pressify.ú/2489172,2489172,OVERSIZE,thu nhỏ back lại 3 inch,,,,,,,,,completed ,,01/21/2026
62,Vinh ,https://qr.pressify.ú/2488351,2488351,pick sai áo,,T shirt,2XL,Military Green,,,Nhàn,màu black pick military ép ko đọc code,Lien Tran pick,completed ,,01/21/2026
63,Vinh ,https://qr.pressify.ú/2488365,2488365,"Film Lỗi ( tróc, rách)",,T shirt,M,Black,,,,,,completed ,,01/21/2026
64,Vinh ,https://qr.pressify.ú/2488674,2488674,Design viền mỏng ,"fix nét tay dày lên tí, tăng white base lên",Hoodie,L,Black,,,,,,completed ,,01/21/2026
65,Vinh ,https://qr.pressify.ú/2487888,2487888,Áo lủng,,T shirt,M,Black,,,,,,completed ,,01/21/2026
66,Vinh ,https://qr.pressify.ú/2488121,2488121,Design viền mỏng ,fix nét back dày lên tí tăng white base lên,Sweatshirt,XL,Navy,,,,,,completed ,,01/21/2026
67,Vinh ,https://qr.pressify.ú/2488083,2488083,pick sai áo,,T shirt,L,Black,,,Cesar,,,completed ,,01/21/2026
68,Vinh ,https://qr.pressify.ú/2487664,2487664,OVERSIZE,"thu nhỏ lại 1,5 inch",,,,,,,,,completed ,,01/21/2026
69,Vinh ,https://qr.pressify.ú/2487666,2487666,OVERSIZE,"thu nhỏ lại 1,5 inch",,,,,,,,,completed ,,01/21/2026
70,Vinh ,https://qr.pressify.ú/2487662,2487662,OVERSIZE,thu nhỏ lại 2 inch,,,,,,,,,completed ,,01/21/2026
71,Vinh ,https://qr.pressify.ú/2487663,2487663,OVERSIZE,"thu nhỏ lại 1,5 inch",,,,,,,,,completed ,,01/21/2026
72,Vinh ,https://qr.pressify.ú/2488766,2488766,OVERSIZE,thu nhỏ lại 1 inch,,,,,,,,,completed ,,01/21/2026
73,Vinh ,https://qr.pressify.ú/2488058,2488058,Áo lủng,,Sweatshirt,XL,Black,,,,,,completed ,,01/21/2026
74,Vinh ,https://qr.pressify.ú/2488862,2488862,ép lỗi,,Sweatshirt,L,Forest Green,,,Greyli,,,completed ,,01/21/2026
75,Vinh ,,,"END,SKIP",,,,,,,,,,,,01/21/2026
01/22/2026,Support Name,LINK_ID,ORDER ID,LÍ DO REPRINT,NOTE (TEAM GANGSHEET NOTE LÊN ĐỂ IN),LOẠI ÁO,SIZE,COLOR,HÃNG ÁO,MACHINE #,AI LÀM SAI,LÝ DO LỖI,NOTE,STATUS (GANGSHEET),,
1,Vinh ,,2378919,Resend track ko run,dùng label cũ,,,,,,,,,completed ,,01/22/2026
2,Vinh ,,2488561,Đổi Design,update ticket #23395 in lại item 3 RETURN SUPPORT,,,,,,,,,completed ,,01/22/2026
3,Vinh ,,2456744,resend - ko nhận đc,RETURN SUPPORT NEW LABEL,,,,,,,,,completed ,,01/22/2026
4,Phoebe,,2477877,resend - gửi sai áo,NEW LABEL,,,,,,,,,completed ,,01/22/2026
5,Phoebe,,2482135,resend - áo lỗi/ép lỗi,NEW LABEL,,,,,,,,,completed ,,01/22/2026
6,Phoebe,,2489174,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/22/2026
7,Vinh ,,2490520,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/22/2026
8,Vinh ,,2490727,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/22/2026
9,Vinh ,,2490728,"Wrong size, đã fixed",thu nhỏ back lại 3 inch,,,,,,,,,completed ,,01/22/2026
10,Vinh ,,2490730,"Wrong size, đã fixed",thu nhỏ back lại 3 inch,,,,,,,,,completed ,,01/22/2026
11,Vinh ,,2490731,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/22/2026
12,Vinh ,https://qr.pressify.ú/2487666,2487666,OVERSIZE,thu nhỏ lại 2.5 inch,,,,,,,,,completed ,,01/22/2026
13,Vinh ,,2487665,"Wrong size, đã fixed",,,,,,,,,,completed ,,01/22/2026
14,Vinh ,https://qr.pressify.ú/2489462,2489462,Design viền mỏng ,Fix nét BACK dày lên,,,,,,,,,completed ,,01/22/2026
15,Vinh ,https://qr.pressify.ú/2489752,2489752,Design viền mỏng ,Fix nét tay dày lên,,,,,,,,,completed ,,01/22/2026
16,Vinh ,https://qr.pressify.ú/2489760,2489760,mẫu in lỗi,IN HQ,,,,,,,SỌC,,completed ,,01/22/2026
17,Vinh ,https://qr.pressify.ú/2489700,2489700,mẫu in lỗi,IN HQ,,,,,,,SỌC,,completed ,,01/22/2026
18,Vinh ,https://qr.pressify.ú/2489926,2489926,mẫu in lỗi,IN HQ,,,,,,,SỌC,,completed ,,01/22/2026
19,Vinh ,https://qr.pressify.ú/2489258,2489258,mẫu in lỗi,IN HQ,,,,,,,SỌC,,completed ,,01/22/2026
20,Vinh ,https://qr.pressify.ú/2490286,2490286,mẫu in lỗi,IN HQ,,,,,,,SỌC,,completed ,,01/22/2026
21,Vinh ,https://qr.pressify.ú/2490419,2490419,mẫu in lỗi,IN HQ,,,,,,,SỌC,,completed ,,01/22/2026
22,Vinh ,https://qr.pressify.ú/2490108,2490108,mẫu in lỗi,IN HQ,,,,,,,SỌC,,completed ,,01/22/2026
23,Vinh ,https://qr.pressify.ú/2490174,2490174,mẫu in lỗi,IN HQ,,,,,,,SỌC,,completed ,,01/22/2026
24,Vinh ,https://qr.pressify.ú/2490356,2490356,Áo lủng,"in lại 1 áo T-shirt pink S, RETURN SUPPORT",T shirt,S,Light Pink,,,,,,completed ,,01/22/2026
25,Vinh ,https://qr.pressify.ú/2489426,2489426,Áo lủng,"in lại item 2, RETURN SUPPORT",T shirt,2XL,Black,,,,,,completed ,,01/22/2026
